,original_sents,sentences,weights
1145,ordered a quatro stagiani for takeaway and it was amazingly good.,stagiani takeaway,8.9445850914
1189,"we actually went for a takeaway but decided to sit down instead, and we were glad we did!",takeaway,8.9445850914
1037,"at first the rocket seemed pretty average as well but, after eating it, there came a strong aftertaste, which was fortunately not too bitter.",rocket aftertaste,8.76076741199
843,it's not expensive and worth every penny.,penny,8.58294690195
76,the bread basket was a joke.,bread basket joke,8.37032899776
77,"even the bread basket to start, perfectly toasted with good quality olive oil and balsamic to dip.on top of that, the service is exceptional.",bread basket quality oil balsamic top service,8.37032899776
1278,good value and very clean.,value,0.0
442,well done hannah.,hannah,0.0
447,all home made.,home,0.0
433,this guy is soooo friendly.,guy,0.0
1302,"it doesn't look like much from the outside but i'd recommend, and visit again!thank you!",visit thank,0.0
470,we left the house looking for a quiet drink and a small bite to eat.,house drink bite,0.0
448,their home made bread was to die for.,home bread,0.0
848,people working in the place were fantastic too.,people place,0.0
449,"all tasted very fresh, like home cooked.",home cooked,0.0
480,i've just walked out - believe the hype!,hype,0.0
60,we'll definitely be back - and we know now it's best to book!,book,0.0
1295,we would certainly go back and highly recommend a visit here.,visit,0.0
473,house red wine as good as any i've had and service exemplary.,house wine service exemplary,0.0
472,the house wine was quite good as well.,house wine,0.0
64,be sure to book ahead though - there were people queuing by 8:30pm.,book people,0.0
65,"not sure when we will be back to london, but we definitely book a table at fiddie's when we return.",book table fiddie,0.0
456,in particular the homemade tiramasu was worth a visit on its own .,homemade tiramasu visit,0.0
460,such a great host......couldn't do enough for us!,host,0.0
844,"lovely people, very friendly.",people,0.0
1148,from start to finish the whole experience was great.,start experience,0.0
50,"then came the bill, really really affordable, great value.",bill value,0.0
710,"and mind you , we did not ask for the discount , he just decided to take it off the bill at the end .",mind discount bill end,0.0
735,"neo is a great host, very kind and helpful, we felt really welcomed.",neo host kind helpful,0.0
659,the lunch deal is unbeatable and service with huge smile.,lunch deal service smile,0.0
660,"had a very quick lunch, a pasta dish, perfectly cooked and with a tasty sauce.",lunch dish sauce,0.0
661,"who made our lunch extra special, well done to all at fiddies!",lunch fiddies,0.0
1339,"good wine, friendly service.",wine service,0.0
1341,wonderful!,wonderful,0.0
728,here instead we can get the authetistic italian no need to travel to america any more!!,need,0.0
1345,we were greeted by neo wow what a fantastic host!!!,wow host,0.0
637,the list is endless!,list,0.0
17,we couldn't find anything wrong with this place.,anything place,0.0
13,shared the antipasti as a starter - absolutely tremendous.,antipasti,0.0
6,"they might not be below average by a huge amount, but they are cheap enough that you will notice it.",amount,0.0
5,amazing.,amazing,0.0
1353,went yesterday for the second time.,yesterday time,0.0
677,"the manager/owner name is fiddie, he is a delight & very funny.",manager/owner name delight,0.0
1357,typically you are looking at £7.50 to £8.50 for a pasta dish.,£7.50 dish,0.0
1334,reasonably priced wine.,wine,0.0
635,the limoncello was very good.,limoncello,0.0
1164,a short stop in one high ranked italian.,stop,0.0
606,very warm inside with the oven being open from time to time (couldn't see it but could feel it!),inside time time,0.0
809,"while this turned out to be much runnier than panna cotta really should have been, this didn't matter due to how good it tasted.",panna cotta,0.0
807,p.s lovely limoncello on the house!!,p.s house,0.0
806,greeted warmly by who i assume was the owner/manger and seated quickly.,owner/manger,0.0
1313,what more would one want?,want,0.0
1315,don't go out of your way to come here.,way,0.0
432,my guess would be they put dressing on the salad way too early and left it.,guess way,0.0
605,fresh ingridients made on the spot.,ingridients spot,0.0
607,"the interior is simple and modern so it gives a clean look, you don't feel crammed once inside too.",interior look,0.0
755,the olive oil tasted like vegetable oil.,oil oil,0.0
608,definitely our new local italian!!,italian,0.0
1324,"a happy welcome from ""fiddie"" himself.",welcome,0.0
766,never went because it looked cold from the outside.,outside,0.0
39,avocado on toast was quite nice.,avocado toast,0.0
632,"we had a good laugh whilst waiting for the food.hot, fresh, delicious & what's more a fair price & large portions.compliments to all the staff.",laugh whilst food.hot price portions.compliments staff,0.0
762,we were greeted nicely and placed our order promptly.,order,0.0
756,it probably was olive oil but was definitely of low quality once again.,oil quality,0.0
873,the pizzaiolo and the cook are italian.,pizzaiolo cook,0.0
84,it was all in all brilliant!,brilliant,0.0
1272,"we will definitely be visiting again on our next trip to london, amazing place.",trip place,0.0
223,he care about everything and always trying to do everything perfect.,everything everything perfect,0.0
1100,"this was due to them being so small in size, while there were also very few of them on top of the pizza.the panna cotta was really smooth and creamy.",size top pizza.the panna cotta,0.0
1099,but the size was not the only surprise this plate had in store for me.,size surprise plate store,0.0
1097,we had pizzas for main which tasted fresh and were just the right size.,size,0.0
1095,we saw they were busy (always a good sign) so we decided to wait outside at their table.,sign table,0.0
1199,thank you so much!,thank,0.0
208,go eat here it is a must on your bucket list of dining out!!!!,eat bucket list,0.0
1085,service very friendly welcome.,service welcome,0.0
1081,really friendly service from all staff.,service staff,0.0
224,everything that other people said so far is absolutely spot on !,everything people spot,0.0
1041,it was still a good 2 1/2 round trip but was well worth it!,round trip,0.0
226,everything tastes great save for the chicken which was definitely overdone and dry.,everything save chicken,0.0
